Index,Gates,Gates (%),Area,Area (%),Delay,Delay (%)
8521,   105, 17.1,      124.34, 82.9,   403.80, 29.5
8522,   102, 16.7,      119.21, 83.3,   453.67, 17.6
8523,   133, 29.3,      145.10, 70.7,   367.06, 16.5
8524,    90, 14.4,      109.64, 85.6,   467.49, 22.2
8525,   138, 29.7,      143.00, 70.3,   413.28, 17.4
8526,   109, 23.9,      125.50, 76.1,   485.06, 21.1
8527,   131, 32.1,      138.34, 67.9,   408.91, 13.0
8528,   119, 24.4,      134.37, 75.6,   452.22, 19.3
8529,   108, 22.2,      119.21, 77.8,   478.49, 19.4
8530,    90, 17.8,      109.41, 82.2,   485.28, 22.2
8531,   101, 21.8,      116.64, 78.2,   452.05, 19.8
8532,   101, 22.8,      119.91, 77.2,   472.32, 22.8
8533,   105, 18.1,      122.94, 81.9,   430.04, 30.5
8534,    94, 20.2,      111.27, 79.8,   489.03, 21.3
8535,    89, 11.2,      105.44, 88.8,   471.11, 25.8
8536,   124, 25.0,      142.07, 75.0,   385.79, 18.5
8537,    88, 18.2,      108.71, 81.8,   478.92, 23.9
8538,   132, 25.8,      137.17, 74.2,   374.87, 25.8
8539,   106, 24.5,      121.31, 75.5,   489.29, 18.9
8540,    86, 11.6,      106.84, 88.4,   453.31, 25.6
8541,   111, 20.7,      122.94, 79.3,   412.01, 27.9
8542,   120, 28.3,      129.24, 71.7,   477.97, 17.5
8543,    89, 16.9,      105.91, 83.1,   487.69, 24.7
8544,   108, 26.9,      122.01, 73.1,   496.18, 19.4
8545,    98, 20.4,      117.34, 79.6,   461.74, 21.4
8546,    92, 16.3,      113.14, 83.7,   455.50, 25.0
8547,    85, 16.5,      111.74, 83.5,   488.27, 23.5
8548,   106, 18.9,      118.97, 81.1,   444.90, 18.9
8549,    90, 17.8,      110.57, 82.2,   496.65, 22.2
8550,   119, 23.5,      132.97, 76.5,   399.51, 19.3
8551,   111, 17.1,      121.07, 82.9,   435.29, 26.1
8552,   113, 23.0,      127.60, 77.0,   451.21, 26.5
8553,   104, 19.2,      116.17, 80.8,   457.88, 25.0
8554,   104, 16.3,      120.61, 83.7,   391.44, 20.2
8555,   126, 25.4,      137.40, 74.6,   363.64, 15.9
8556,   116, 25.9,      127.37, 74.1,   476.18, 19.8
8557,    98, 19.4,      117.34, 80.6,   422.60, 26.5
8558,    86, 12.8,      101.71, 87.2,   458.51, 20.9
8559,   120, 20.0,      138.80, 80.0,   409.29, 14.2
8560,   127, 26.8,      137.87, 73.2,   412.50, 19.7
8561,    93, 16.1,      109.18, 83.9,   455.29, 23.7
8562,    84, 19.0,      106.38, 81.0,   495.22, 23.8
8563,    97, 19.6,      109.18, 80.4,   490.45, 23.7
8564,    91, 19.8,      113.61, 80.2,   504.05, 26.4
8565,   104, 23.1,      122.94, 76.9,   464.41, 18.3
8566,    83, 12.0,      108.94, 88.0,   479.21, 21.7
8567,   126, 22.2,      139.97, 77.8,   416.41, 17.5
8568,    93, 18.3,      111.51, 81.7,   469.73, 19.4
8569,    95, 24.2,      112.91, 75.8,   467.23, 20.0
8570,   104, 23.1,      120.37, 76.9,   435.26, 19.2
8571,   120, 25.0,      132.04, 75.0,   388.70, 27.5
8572,    90, 12.2,      113.84, 87.8,   470.78, 24.4
8573,    90, 21.1,      108.24, 78.9,   479.54, 22.2
8574,   100, 19.0,      118.51, 81.0,   477.41, 22.0
8575,    86, 15.1,      107.78, 84.9,   462.18, 19.8
8576,   130, 27.7,      139.27, 72.3,   384.31, 26.2
8577,   122, 24.6,      137.40, 75.4,   421.30, 18.0
8578,    89, 19.1,      107.08, 80.9,   473.27, 23.6
8579,    97, 19.6,      119.21, 80.4,   494.40, 23.7
8580,   131, 26.7,      137.40, 73.3,   394.33, 16.8
8581,   128, 26.6,      137.64, 73.4,   346.64, 14.1
8582,   126, 23.0,      141.60, 77.0,   408.08, 16.7
8583,    99, 23.2,      113.61, 76.8,   497.87, 22.2
8584,   103, 19.4,      115.94, 80.6,   465.74, 23.3
8585,   116, 18.1,      133.20, 81.9,   382.10, 15.5
8586,    88, 14.8,      107.08, 85.2,   482.15, 25.0
8587,   107, 21.5,      120.61, 78.5,   455.36, 21.5
8588,    86, 10.5,      103.58, 89.5,   453.53, 22.1
8589,    99, 19.2,      114.07, 80.8,   486.56, 22.2
8590,   107, 22.4,      117.81, 77.6,   478.35, 24.3
8591,    83, 10.8,      108.71, 89.2,   484.80, 26.5
8592,    86, 17.4,      108.01, 82.6,   460.24, 25.6
8593,    87, 20.7,      106.38, 79.3,   452.95, 23.0
8594,   106, 25.5,      121.07, 74.5,   495.44, 23.6
8595,   102, 22.5,      121.77, 77.5,   441.77, 19.6
8596,    94, 18.1,      109.64, 81.9,   456.58, 28.7
8597,    99, 21.2,      112.21, 78.8,   514.88, 26.3
8598,    95, 16.8,      117.57, 83.2,   456.33, 25.3
8599,    92, 15.2,      109.64, 84.8,   477.46, 25.0
8600,   132, 25.8,      137.17, 74.2,   409.99, 19.7
8601,   125, 28.8,      140.20, 71.2,   364.05, 18.4
8602,    97, 23.7,      116.17, 76.3,   472.17, 20.6
8603,   113, 17.7,      127.60, 82.3,   409.83, 16.8
8604,   123, 26.0,      137.64, 74.0,   400.72, 18.7
8605,    99, 22.2,      116.87, 77.8,   501.22, 22.2
8606,   117, 23.9,      127.84, 76.1,   417.88, 17.1
8607,    96, 21.9,      113.84, 78.1,   498.17, 21.9
8608,   113, 27.4,      123.64, 72.6,   454.33, 22.1
8609,   104, 24.0,      121.07, 76.0,   502.04, 24.0
8610,   118, 22.0,      133.44, 78.0,   431.79, 18.6
8611,   100, 21.0,      118.74, 79.0,   458.86, 26.0
8612,    85, 16.5,      103.34, 83.5,   475.19, 23.5
8613,    92, 14.1,      107.78, 85.9,   427.37, 25.0
8614,   123, 21.1,      138.57, 78.9,   439.00, 18.7
8615,    91, 19.8,      110.11, 80.2,   429.26, 23.1
8616,    84,  9.5,      110.81, 90.5,   464.34, 26.2
8617,    96, 21.9,      113.84, 78.1,   448.90, 22.9
8618,    97, 20.6,      112.21, 79.4,   476.93, 21.6
8619,   135, 30.4,      139.73, 69.6,   388.60, 23.7
8620,   123, 23.6,      136.94, 76.4,   363.09, 17.1
8621,    99, 18.2,      111.97, 81.8,   440.56, 26.3
8622,    95, 21.1,      112.67, 78.9,   485.80, 26.3
8623,   108, 19.4,      123.17, 80.6,   423.08, 17.6
8624,    96, 12.5,      114.77, 87.5,   437.84, 21.9
8625,   127, 24.4,      139.27, 75.6,   360.41, 15.7
8626,    96, 19.8,      115.94, 80.2,   479.83, 24.0
8627,    87, 17.2,      113.14, 82.8,   459.88, 25.3
8628,    92, 19.6,      110.34, 80.4,   439.62, 20.7
8629,   113, 19.5,      131.34, 80.5,   420.90, 19.5
8630,    97, 23.7,      115.01, 76.3,   486.17, 20.6
8631,   103, 20.4,      114.54, 79.6,   476.31, 23.3
8632,    96, 19.8,      107.31, 80.2,   491.75, 25.0
8633,   109, 13.8,      125.50, 86.2,   395.83, 23.9
8634,    88, 17.0,      107.78, 83.0,   472.56, 23.9
8635,    84, 11.9,      106.61, 88.1,   491.62, 23.8
8636,    81,  9.9,      105.21, 90.1,   484.70, 24.7
8637,    98, 21.4,      112.91, 78.6,   487.43, 21.4
8638,    88, 14.8,      109.64, 85.2,   477.71, 20.5
8639,   124, 25.0,      135.30, 75.0,   391.29, 16.9
8640,   115, 19.1,      129.47, 80.9,   436.04, 17.4
8641,    94, 14.9,      116.17, 85.1,   484.96, 27.7
8642,    96, 16.7,      112.67, 83.3,   418.90, 26.0
8643,   117, 22.2,      135.54, 77.8,   390.81, 15.4
8644,    92, 14.1,      112.91, 85.9,   469.72, 22.8
8645,    98, 18.4,      119.91, 81.6,   463.45, 24.5
8646,    98, 21.4,      109.87, 78.6,   483.55, 20.4
8647,    90, 17.8,      110.34, 82.2,   474.30, 26.7
8648,   112, 30.4,      121.31, 69.6,   428.86, 20.5
8649,    98, 19.4,      114.07, 80.6,   514.94, 21.4
8650,    93, 20.4,      113.84, 79.6,   448.89, 26.9
8651,   100, 25.0,      111.97, 75.0,   455.70, 19.0
8652,   101, 26.7,      117.34, 73.3,   507.12, 24.8
8653,   109, 21.1,      122.94, 78.9,   441.40, 18.3
8654,    88, 11.4,      106.84, 88.6,   449.63, 25.0
8655,   105, 21.0,      116.41, 79.0,   451.09, 22.9
8656,   107, 19.6,      121.07, 80.4,   473.83, 17.8
8657,    98, 17.3,      112.91, 82.7,   444.32, 24.5
8658,    93, 16.1,      111.51, 83.9,   483.04, 20.4
8659,   114, 19.3,      131.10, 80.7,   424.79, 16.7
8660,    89, 13.5,      110.11, 86.5,   465.84, 21.3
8661,   115, 23.5,      131.57, 76.5,   428.06, 18.3
8662,    96, 18.8,      114.54, 81.2,   422.50, 26.0
8663,   121, 24.0,      139.73, 76.0,   460.35, 19.0
8664,   107, 18.7,      123.87, 81.3,   408.56, 31.8
8665,    87, 14.9,      109.18, 85.1,   472.92, 19.5
8666,   127, 27.6,      134.84, 72.4,   409.62, 17.3
8667,   117, 22.2,      137.40, 77.8,   394.44, 17.1
8668,    97, 19.6,      118.04, 80.4,   511.32, 21.6
8669,   109, 24.8,      120.14, 75.2,   432.60, 17.4
8670,    93, 23.7,      114.54, 76.3,   462.51, 22.6
8671,   112, 17.9,      129.94, 82.1,   441.73, 16.1
8672,   102, 19.6,      118.27, 80.4,   434.73, 22.5
8673,   134, 24.6,      142.77, 75.4,   422.86, 15.7
8674,   128, 28.9,      142.53, 71.1,   410.35, 14.1
8675,   107, 22.4,      123.41, 77.6,   431.94, 18.7
8676,   133, 29.3,      140.67, 70.7,   420.26, 13.5
8677,   123, 29.3,      131.80, 70.7,   427.27, 19.5
8678,   133, 27.8,      140.67, 72.2,   431.99, 20.3
8679,   105, 21.0,      119.21, 79.0,   435.12, 28.6
8680,    84, 10.7,      104.04, 89.3,   485.80, 23.8
8681,   103, 18.4,      119.67, 81.6,   449.28, 21.4
8682,   104, 25.0,      115.01, 75.0,   467.00, 20.2
8683,    94, 18.1,      110.34, 81.9,   465.16, 19.1
8684,   108, 22.2,      116.17, 77.8,   418.54, 25.0
8685,    90, 23.3,      111.27, 76.7,   490.60, 21.1
8686,   102, 19.6,      120.37, 80.4,   471.86, 24.5
8687,    81, 11.1,      105.21, 88.9,   444.66, 28.4
8688,   110, 22.7,      118.97, 77.3,   456.47, 23.6
8689,    92, 20.7,      112.91, 79.3,   498.96, 22.8
8690,    90, 13.3,      107.08, 86.7,   479.86, 21.1
8691,   132, 29.5,      143.70, 70.5,   364.01, 14.4
8692,    91, 15.4,      113.14, 84.6,   457.48, 23.1
8693,    93, 22.6,      113.84, 77.4,   498.33, 22.6
8694,    87, 19.5,      109.64, 80.5,   467.91, 24.1
8695,    93, 20.4,      115.47, 79.6,   471.31, 24.7
8696,   112, 16.1,      127.60, 83.9,   409.87, 18.8
8697,   112, 20.5,      130.87, 79.5,   463.34, 17.9
8698,    83,  9.6,      102.64, 90.4,   454.89, 27.7
8699,   117, 21.4,      135.07, 78.6,   401.25, 17.9
8700,   103, 18.4,      117.57, 81.6,   450.58, 23.3
8701,   104, 25.0,      115.01, 75.0,   451.21, 25.0
8702,    94, 24.5,      112.67, 75.5,   465.19, 20.2
8703,   105, 20.0,      115.94, 80.0,   499.85, 22.9
8704,    91, 17.6,      110.81, 82.4,   488.39, 25.3
8705,   107, 24.3,      124.57, 75.7,   432.92, 21.5
8706,   138, 30.4,      142.53, 69.6,   424.99, 13.0
8707,   111, 21.6,      122.94, 78.4,   475.86, 17.1
8708,    86, 12.8,      105.44, 87.2,   474.77, 23.3
8709,   130, 28.5,      137.40, 71.5,   405.39, 16.2
8710,    94, 22.3,      113.84, 77.7,   479.11, 20.2
8711,   128, 25.0,      138.10, 75.0,   401.78, 30.5
8712,    94, 14.9,      108.24, 85.1,   443.75, 23.4
8713,   118, 19.5,      132.50, 80.5,   383.32, 27.1
8714,   102, 21.6,      115.47, 78.4,   465.70, 19.6
8715,   119, 19.3,      132.74, 80.7,   418.89, 17.6
8716,   111, 12.6,      127.84, 87.4,   355.69, 34.2
8717,    99, 19.2,      118.27, 80.8,   469.41, 20.2
8718,   101, 26.7,      112.67, 73.3,   473.37, 19.8
8719,   126, 23.8,      140.20, 76.2,   453.37, 19.0
8720,   141, 32.6,      141.60, 67.4,   418.57, 15.6
8721,   130, 26.2,      149.30, 73.8,   388.12, 30.8
8722,    97, 20.6,      111.27, 79.4,   466.75, 22.7
8723,   101, 21.8,      111.74, 78.2,   466.91, 18.8
8724,   119, 24.4,      133.90, 75.6,   445.51, 31.9
8725,    88, 17.0,      105.44, 83.0,   453.22, 25.0
8726,   118, 23.7,      133.44, 76.3,   385.58, 15.3
8727,   135, 26.7,      148.60, 73.3,   388.14, 16.3
8728,    99, 13.1,      111.27, 86.9,   463.69, 18.2
8729,   118, 22.9,      131.80, 77.1,   401.34, 28.0
8730,    97, 22.7,      118.27, 77.3,   457.47, 23.7
8731,    90, 22.2,      111.51, 77.8,   513.39, 22.2
8732,    97, 12.4,      109.18, 87.6,   457.67, 24.7
8733,    98, 15.3,      111.97, 84.7,   450.20, 24.5
8734,   103, 23.3,      122.24, 76.7,   433.13, 22.3
8735,   123, 29.3,      130.64, 70.7,   471.88, 17.1
8736,   111, 20.7,      131.80, 79.3,   437.25, 21.6
8737,    95, 15.8,      111.04, 84.2,   494.47, 22.1
8738,    97, 20.6,      117.11, 79.4,   490.52, 21.6
8739,    95, 12.6,      114.07, 87.4,   444.47, 24.2
8740,   124, 23.4,      138.10, 76.6,   386.05, 16.9
8741,    91, 16.5,      115.01, 83.5,   491.85, 24.2
8742,   121, 19.0,      132.27, 81.0,   367.93, 15.7
8743,   120, 24.2,      133.44, 75.8,   405.43, 19.2
8744,    86, 12.8,      106.61, 87.2,   484.61, 23.3
8745,   103, 22.3,      116.87, 77.7,   482.15, 22.3
8746,    92, 21.7,      108.94, 78.3,   451.51, 21.7
8747,    91, 18.7,      113.14, 81.3,   492.74, 23.1
8748,   135, 23.7,      142.30, 76.3,   366.65, 31.1
8749,   105, 27.6,      118.51, 72.4,   469.62, 24.8
8750,   127, 26.0,      137.64, 74.0,   391.30, 29.9
8751,   123, 21.1,      136.00, 78.9,   398.16, 16.3
8752,   102, 22.5,      116.41, 77.5,   481.27, 19.6
8753,    89, 14.6,      110.57, 85.4,   484.16, 22.5
8754,    93, 23.7,      110.81, 76.3,   487.43, 22.6
8755,   102, 24.5,      119.91, 75.5,   455.82, 25.5
8756,   104, 26.9,      119.67, 73.1,   447.60, 23.1
8757,   133, 21.8,      141.37, 78.2,   410.39, 15.0
8758,    85, 14.1,      108.01, 85.9,   476.39, 25.9
8759,   127, 25.2,      140.67, 74.8,   444.49, 18.9
8760,   126, 28.6,      138.10, 71.4,   387.99, 19.8
8761,    99, 23.2,      118.74, 76.8,   465.27, 22.2
8762,    93, 20.4,      111.27, 79.6,   459.33, 21.5
8763,   125, 27.2,      136.94, 72.8,   449.79, 16.0
8764,    87, 18.4,      109.41, 81.6,   490.66, 23.0
8765,    97, 19.6,      110.81, 80.4,   451.05, 21.6
8766,   126, 20.6,      133.20, 79.4,   382.30, 29.4
8767,   121, 25.6,      137.64, 74.4,   406.84, 16.5
8768,    97, 15.5,      113.37, 84.5,   470.24, 24.7
8769,   113, 21.2,      124.10, 78.8,   417.53, 27.4
8770,    97, 18.6,      118.04, 81.4,   438.03, 19.6
8771,   123, 27.6,      136.70, 72.4,   400.05, 17.9
8772,   103, 20.4,      116.41, 79.6,   495.86, 25.2
8773,    89, 13.5,      109.41, 86.5,   487.86, 22.5
8774,   127, 26.8,      139.03, 73.2,   434.32, 21.3
8775,   128, 24.2,      133.44, 75.8,   424.96, 17.2
8776,    96, 14.6,      113.37, 85.4,   471.70, 19.8
8777,   114, 26.3,      129.24, 73.7,   422.60, 29.8
8778,   124, 23.4,      133.90, 76.6,   433.00, 16.1
8779,   133, 24.8,      139.03, 75.2,   378.05, 14.3
8780,   121, 25.6,      135.77, 74.4,   381.90, 19.0
8781,    80,  8.8,      105.68, 91.2,   457.42, 23.8
8782,    96, 16.7,      111.04, 83.3,   494.03, 19.8
8783,    97, 17.5,      112.44, 82.5,   504.23, 21.6
8784,   100, 22.0,      112.21, 78.0,   485.47, 20.0
8785,   109, 22.9,      122.01, 77.1,   413.60, 25.7
8786,   103, 23.3,      115.01, 76.7,   465.95, 19.4
8787,    89, 15.7,      108.24, 84.3,   470.22, 23.6
8788,    90, 20.0,      111.04, 80.0,   448.48, 21.1
8789,   101, 20.8,      116.87, 79.2,   467.29, 24.8
8790,    91, 15.4,      111.51, 84.6,   452.96, 23.1
8791,    90, 16.7,      110.57, 83.3,   482.24, 23.3
8792,   130, 32.3,      145.10, 67.7,   391.73, 18.5
8793,   118, 27.1,      130.40, 72.9,   440.54, 25.4
8794,    80, 11.2,      102.41, 88.8,   470.16, 23.8
8795,   130, 32.3,      138.34, 67.7,   403.21, 13.8
8796,   107, 21.5,      128.07, 78.5,   418.31, 16.8
8797,   131, 27.5,      138.34, 72.5,   388.65, 29.0
8798,    93, 24.7,      111.04, 75.3,   457.18, 21.5
8799,   110, 20.0,      124.80, 80.0,   412.96, 17.3
8800,   110, 20.0,      127.37, 80.0,   415.13, 18.2
8801,    85, 11.8,      105.44, 88.2,   447.66, 24.7
8802,    95, 13.7,      112.91, 86.3,   467.98, 23.2
8803,   103, 28.2,      116.17, 71.8,   483.54, 23.3
8804,   116, 26.7,      126.90, 73.3,   469.76, 19.8
8805,   100, 20.0,      120.61, 80.0,   464.85, 23.0
8806,   105, 22.9,      120.61, 77.1,   441.82, 19.0
8807,   138, 26.8,      151.63, 73.2,   365.21, 29.7
8808,   117, 21.4,      132.50, 78.6,   414.81, 15.4
8809,   100, 27.0,      114.31, 73.0,   496.66, 20.0
8810,    99, 22.2,      113.14, 77.8,   488.56, 19.2
8811,   120, 22.5,      134.60, 77.5,   450.49, 16.7
8812,    96, 18.8,      109.18, 81.2,   445.53, 21.9
8813,    97, 20.6,      116.41, 79.4,   464.47, 24.7
8814,   100, 24.0,      115.71, 76.0,   462.77, 26.0
8815,   110, 25.5,      121.54, 74.5,   475.21, 21.8
8816,    86, 15.1,      108.01, 84.9,   473.90, 23.3
8817,   106, 16.0,      120.61, 84.0,   422.94, 22.6
8818,    78,  9.0,      103.81, 91.0,   447.79, 24.4
8819,    92, 17.4,      110.34, 82.6,   456.27, 19.6
8820,   105, 26.7,      118.04, 73.3,   489.76, 18.1
8821,   127, 23.6,      138.80, 76.4,   364.93, 14.2
8822,   123, 26.0,      137.64, 74.0,   423.46, 16.3
8823,   141, 28.4,      149.07, 71.6,   394.85, 17.7
8824,    89, 13.5,      108.71, 86.5,   462.30, 25.8
8825,    99, 18.2,      111.27, 81.8,   481.64, 23.2
8826,   128, 28.9,      138.80, 71.1,   432.11, 17.2
8827,   128, 26.6,      136.70, 73.4,   385.38, 32.8
8828,   115, 24.3,      122.71, 75.7,   440.68, 30.4
8829,    95, 15.8,      112.67, 84.2,   445.88, 25.3
8830,   106, 23.6,      121.77, 76.4,   470.99, 20.8
8831,   114, 23.7,      127.14, 76.3,   429.76, 19.3
8832,    93, 17.2,      107.54, 82.8,   516.75, 25.8
8833,   111, 17.1,      124.57, 82.9,   425.73, 18.0
8834,    95, 22.1,      114.31, 77.9,   474.57, 21.1
8835,    95, 20.0,      109.41, 80.0,   487.34, 24.2
8836,   110, 22.7,      125.50, 77.3,   466.44, 20.0
8837,    89, 18.0,      108.48, 82.0,   464.80, 20.2
8838,   121, 24.0,      128.54, 76.0,   430.48, 18.2
8839,   121, 26.4,      131.10, 73.6,   394.14, 29.8
8840,   133, 28.6,      134.60, 71.4,   421.44, 15.8
8841,   100, 20.0,      116.64, 80.0,   451.64, 24.0
8842,   120, 20.8,      131.34, 79.2,   358.77, 32.5
8843,   100, 23.0,      110.34, 77.0,   470.61, 20.0
8844,    89, 18.0,      117.11, 82.0,   488.86, 23.6
8845,   109, 23.9,      121.07, 76.1,   459.99, 19.3
8846,   133, 24.1,      144.40, 75.9,   411.38, 15.0
8847,    98, 13.3,      114.77, 86.7,   421.15, 27.6
8848,    90, 18.9,      109.18, 81.1,   473.37, 25.6
8849,   123, 29.3,      127.84, 70.7,   458.36, 15.4
8850,    92, 18.5,      108.24, 81.5,   497.85, 20.7
8851,   113, 19.5,      123.87, 80.5,   409.54, 16.8
8852,   127, 27.6,      135.54, 72.4,   371.17, 29.1
8853,    89, 16.9,      106.38, 83.1,   464.09, 20.2
8854,    91, 16.5,      112.91, 83.5,   456.83, 25.3
8855,   113, 20.4,      126.67, 79.6,   399.14, 18.6
8856,   125, 28.0,      143.23, 72.0,   414.22, 19.2
8857,    93, 18.3,      113.37, 81.7,   480.25, 26.9
8858,    97, 20.6,      109.87, 79.4,   505.85, 20.6
8859,   117, 24.8,      129.24, 75.2,   461.12, 19.7
8860,    90, 18.9,      114.54, 81.1,   490.25, 21.1
8861,   111, 23.4,      127.84, 76.6,   457.23, 28.8
8862,    97, 18.6,      111.74, 81.4,   464.58, 21.6
8863,   127, 21.3,      139.03, 78.7,   373.17, 15.7
8864,   100, 22.0,      113.14, 78.0,   491.63, 20.0
8865,   113, 21.2,      133.20, 78.8,   383.55, 29.2
8866,    81,  8.6,      104.28, 91.4,   465.92, 22.2
8867,   120, 20.8,      132.50, 79.2,   410.67, 18.3
8868,   124, 25.0,      139.97, 75.0,   429.93, 20.2
8869,    94, 22.3,      109.87, 77.7,   469.98, 24.5
8870,    89, 15.7,      111.04, 84.3,   475.80, 23.6
8871,   105, 27.6,      129.00, 72.4,   470.17, 18.1
8872,   127, 26.8,      144.87, 73.2,   437.96, 17.3
8873,    92, 19.6,      112.21, 80.4,   471.16, 21.7
8874,   127, 28.3,      135.07, 71.7,   431.38, 19.7
8875,    95, 20.0,      112.91, 80.0,   474.23, 24.2
8876,   106, 27.4,      115.24, 72.6,   435.65, 20.8
8877,    88, 14.8,      108.01, 85.2,   472.02, 27.3
8878,   117, 25.6,      125.27, 74.4,   402.68, 18.8
8879,    97, 21.6,      113.84, 78.4,   468.69, 22.7
8880,    95, 22.1,      111.27, 77.9,   498.23, 22.1
8881,   134, 29.9,      143.93, 70.1,   422.70, 13.4
8882,   132, 30.3,      143.93, 69.7,   394.94, 22.7
8883,    99, 20.2,      113.84, 79.8,   466.25, 23.2
8884,   103, 22.3,      118.04, 77.7,   437.10, 24.3
8885,   105, 13.3,      126.90, 86.7,   435.69, 20.0
8886,   124, 21.8,      137.17, 78.2,   402.37, 15.3
8887,   123, 21.1,      134.14, 78.9,   425.01, 19.5
8888,    98, 19.4,      111.27, 80.6,   501.46, 21.4
8889,   123, 24.4,      143.00, 75.6,   389.68, 16.3
8890,   102, 13.7,      121.07, 86.3,   448.74, 20.6
8891,   116, 25.0,      128.77, 75.0,   469.65, 17.2
8892,   103, 19.4,      118.04, 80.6,   426.76, 25.2
8893,    90, 21.1,      109.18, 78.9,   455.61, 21.1
8894,    99, 16.2,      121.31, 83.8,   417.76, 29.3
8895,   121, 20.7,      140.90, 79.3,   405.76, 19.8
8896,   111, 28.8,      120.61, 71.2,   505.83, 20.7
8897,    97, 27.8,      117.11, 72.2,   513.60, 20.6
8898,   113, 22.1,      127.84, 77.9,   405.52, 20.4
8899,    96, 15.6,      115.94, 84.4,   457.84, 19.8
8900,   103, 25.2,      116.87, 74.8,   509.29, 23.3
8901,   107, 21.5,      120.37, 78.5,   484.18, 20.6
8902,    87, 13.8,      109.18, 86.2,   457.60, 23.0
8903,   122, 23.0,      133.20, 77.0,   388.92, 15.6
8904,   105, 25.7,      112.44, 74.3,   518.65, 21.0
8905,    86, 16.3,      106.38, 83.7,   473.04, 22.1
8906,   103, 23.3,      115.01, 76.7,   475.23, 23.3
8907,    94, 18.1,      109.87, 81.9,   448.16, 23.4
8908,    90, 15.6,      107.31, 84.4,   470.08, 23.3
8909,   115, 26.1,      122.71, 73.9,   464.03, 18.3
8910,   105, 21.0,      122.94, 79.0,   468.36, 21.0
8911,    97, 20.6,      111.27, 79.4,   457.87, 20.6
8912,   124, 26.6,      139.73, 73.4,   428.34, 15.3
8913,    87, 14.9,      107.31, 85.1,   465.62, 26.4
8914,   103, 19.4,      117.81, 80.6,   441.68, 24.3
8915,    92, 17.4,      112.91, 82.6,   471.47, 21.7
8916,   109, 20.2,      117.34, 79.8,   422.94, 28.4
8917,    90, 17.8,      105.68, 82.2,   445.95, 20.0
8918,    98, 24.5,      119.44, 75.5,   487.64, 19.4
8919,    88, 14.8,      110.81, 85.2,   485.00, 25.0
8920,    95, 20.0,      106.14, 80.0,   456.49, 22.1
8921,   129, 25.6,      140.20, 74.4,   342.93, 31.8
8922,    88, 12.5,      111.74, 87.5,   469.82, 23.9
8923,   106, 20.8,      119.21, 79.2,   466.17, 20.8
8924,    84, 16.7,      104.04, 83.3,   471.48, 22.6
8925,   136, 29.4,      143.23, 70.6,   385.68, 28.7
8926,    97, 21.6,      114.54, 78.4,   463.76, 26.8
8927,   102, 11.8,      121.77, 88.2,   458.30, 27.5
8928,   100, 21.0,      111.74, 79.0,   496.08, 21.0
8929,   104, 21.2,      117.57, 78.8,   475.29, 24.0
8930,    87, 17.2,      106.38, 82.8,   491.28, 24.1
8931,    85, 21.2,      106.14, 78.8,   462.16, 22.4
8932,   103, 23.3,      119.91, 76.7,   497.59, 18.4
8933,    86, 14.0,      104.51, 86.0,   479.47, 23.3
8934,    99, 18.2,      110.11, 81.8,   446.10, 22.2
8935,    96, 19.8,      114.31, 80.2,   495.13, 22.9
8936,   129, 26.4,      135.54, 73.6,   397.93, 15.5
8937,    94, 23.4,      111.97, 76.6,   460.27, 26.6
8938,    93, 19.4,      110.81, 80.6,   489.15, 20.4
8939,   112, 26.8,      123.64, 73.2,   428.59, 22.3
8940,   138, 30.4,      141.60, 69.6,   420.71, 15.2
8941,    94, 17.0,      112.91, 83.0,   439.09, 24.5
8942,    95, 14.7,      112.91, 85.3,   399.67, 26.3
8943,    82, 11.0,      103.58, 89.0,   475.44, 24.4
8944,    86, 16.3,      108.48, 83.7,   466.71, 22.1
8945,   116, 19.8,      128.30, 80.2,   384.32, 20.7
8946,    98, 21.4,      111.04, 78.6,   456.02, 22.4
8947,   100, 22.0,      109.41, 78.0,   446.53, 22.0
8948,   128, 23.4,      141.83, 76.6,   406.70, 20.3
8949,    92, 18.5,      109.18, 81.5,   460.40, 23.9
8950,   100, 28.0,      116.64, 72.0,   485.12, 19.0
8951,    97, 19.6,      115.01, 80.4,   465.67, 23.7
8952,   102, 23.5,      117.57, 76.5,   508.11, 20.6
8953,   118, 22.9,      126.44, 77.1,   415.10, 16.9
8954,    92, 13.0,      119.67, 87.0,   502.84, 22.8
8955,   119, 24.4,      136.24, 75.6,   448.47, 20.2
8956,    96, 20.8,      110.81, 79.2,   488.45, 24.0
8957,   120, 20.0,      134.37, 80.0,   435.53, 18.3
8958,    91, 17.6,      106.84, 82.4,   453.33, 20.9
8959,    98, 18.4,      117.11, 81.6,   449.07, 21.4
8960,    97, 17.5,      116.87, 82.5,   471.21, 23.7
8961,    94, 22.3,      111.27, 77.7,   462.28, 22.3
8962,   109, 19.3,      123.17, 80.7,   438.08, 27.5
8963,    98, 21.4,      116.64, 78.6,   470.52, 27.6
8964,   101, 25.7,      117.11, 74.3,   476.01, 24.8
8965,    95, 20.0,      110.11, 80.0,   509.74, 23.2
8966,   129, 32.6,      135.54, 67.4,   382.92, 26.4
8967,   132, 29.5,      140.67, 70.5,   431.68, 15.9
8968,    89, 19.1,      109.87, 80.9,   494.41, 22.5
8969,    98, 20.4,      115.71, 79.6,   477.37, 22.4
8970,   103, 25.2,      118.74, 74.8,   474.51, 18.4
